Santana Lopes diz que João Soares evita debates a dois	ent1_opposes_ent2		2001-11-22 20:06:00	http://www.publico.pt/51048	Santana Lopes	João Soares	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q1340708
Socialista Barros Moura defende recepção informal de Dalai Lama na AR	ent1_supports_ent2		2001-11-23 17:52:00	http://www.publico.pt/51165	Barros Moura	Dalai Lama	https://www.wikidata.org/wiki/Q10308947	https://www.wikidata.org/wiki/Q37349
Fátima Felgueiras terá desmentido Guterres	ent1_opposes_ent2		2001-11-24 07:54:00	http://www.publico.pt/51236	Fátima Felgueiras	Guterres	https://www.wikidata.org/wiki/Q5511406	https://www.wikidata.org/wiki/Q311440
Sampaio vai encontrar-se hoje com o Dalai Lama	meet_together		2001-11-28 08:22:00	http://www.publico.pt/51789	Sampaio	Dalai Lama	https://www.wikidata.org/wiki/Q156780	https://www.wikidata.org/wiki/Q37349
Guterres acusa Durão de querer provocar «crise política»	ent1_opposes_ent2		2001-12-04 00:32:00	http://www.publico.pt/52699	Guterres	Durão	https://www.wikidata.org/wiki/Q311440	https://www.wikidata.org/wiki/Q15849
Soares acusa Miguel Portas de usar táctica de extrema-direita	ent1_opposes_ent2		2001-12-05 12:55:00	http://www.publico.pt/52929	Soares	Miguel Portas	https://www.wikidata.org/wiki/Q156781	https://www.wikidata.org/wiki/Q3041550
Mário Soares responde a Cavaco Silva sobre leitura nacional das eleições	other		2001-12-11 19:36:00	http://www.publico.pt/53896	Mário Soares	Cavaco Silva	https://www.wikidata.org/wiki/Q156781	https://www.wikidata.org/wiki/Q57398
Cavaco Silva dá empurrão à candidatura de Rui Rio	ent1_supports_ent2		2001-12-12 19:27:00	http://www.publico.pt/54052	Cavaco Silva	Rui Rio	https://www.wikidata.org/wiki/Q57398	https://www.wikidata.org/wiki/Q7378729
Seara diz que Edite Estrela está em pânico por pressentir derrota	ent1_opposes_ent2		2001-12-13 12:06:00	http://www.publico.pt/54144	Seara	Edite Estrela	https://www.wikidata.org/wiki/Q10281523	https://www.wikidata.org/wiki/Q3047625
Pedido de maioria de Fernando Gomes é um «desaforo», diz Rui Rio	ent2_opposes_ent1		2001-12-14 22:02:00	http://www.publico.pt/54442	Fernando Gomes	Rui Rio	https://www.wikidata.org/wiki/Q10281366	https://www.wikidata.org/wiki/Q7378729
Santana Lopes apela ao voto contra «teimosia de Paulo Portas»	ent1_opposes_ent2		2001-12-14 23:54:00	http://www.publico.pt/54463	Santana Lopes	Paulo Portas	https://www.wikidata.org/wiki/Q239248	https://www.wikidata.org/wiki/Q58161
